booking_id,user_id,table_id,booking_date,time_slot,party_size,occasion,duration_minutes,status,special_requests,is_repeat_customer,booking_advance_days,total_spent,created_at
B000257,U0157,T005,2023-11-26,Prime Dinner,2,Celebration,129,Completed,True,True,8,351.47,2023-11-26
B000258,U0547,T030,2023-08-18,Early Dinner,4,Friends,136,Completed,True,True,18,494.98,2023-07-26
B000259,U0823,T017,2024-12-26,Early Dinner,2,Friends,123,Cancelled,False,True,19,253.75,2024-11-29
B000260,U0297,T013,2023-11-10,Lunch,2,Casual,148,Completed,False,True,6,206.07,2023-11-06
B000261,U0732,T033,2024-07-23,Prime Dinner,4,Business,147,Completed,False,True,23,469.27,2024-07-23
B000262,U0040,T027,2024-04-17,Early Dinner,6,Family,170,Completed,False,False,15,835.74,2024-04-07
B000263,U0180,T017,2023-11-19,Lunch,2,Romantic,90,Completed,False,True,12,283.56,2023-10-22
B000264,U0270,T006,2023-12-28,Late Dinner,4,Business,203,Completed,False,True,2,532.23,2023-12-20
B000265,U0746,T017,2024-08-13,Early Dinner,2,Romantic,113,Cancelled,True,False,0,183.33,2024-07-31
B000266,U0010,T037,2024-08-09,Lunch,4,Business,60,Completed,False,True,1,759.47,2024-08-07
B000267,U0933,T046,2023-10-02,Lunch,2,Romantic,96,Completed,False,True,8,280.81,2023-10-02
B000268,U0968,T012,2023-09-17,Late Dinner,4,Family,180,Completed,False,False,25,854.38,2023-09-13
B000269,U0672,T030,2023-11-09,Late Dinner,2,Celebration,217,Completed,False,False,6,424.79,2023-10-19
B000270,U0222,T033,2023-07-07,Early Dinner,2,Family,165,Completed,True,False,6,187.92,2023-06-09
B000271,U0542,T005,2024-03-08,Late Dinner,2,Casual,219,Cancelled,True,False,11,395.56,2024-03-01
B000272,U0130,T028,2024-07-13,Early Dinner,2,Friends,99,Completed,False,True,19,447.74,2024-07-11
B000273,U0700,T030,2024-11-08,Prime Dinner,4,Friends,143,Completed,True,False,0,802.36,2024-10-30
B000274,U0917,T041,2024-11-05,Prime Dinner,2,Casual,157,Completed,False,True,25,333.32,2024-10-13
B000275,U0490,T044,2023-06-14,Late Dinner,2,Family,210,Completed,True,True,3,267.66,2023-06-10
B000276,U0704,T005,2024-01-29,Early Dinner,2,Romantic,118,Completed,False,True,3,348.05,2024-01-24
B000277,U0446,T034,2023-07-22,Early Dinner,4,Family,160,Completed,False,True,12,769.7,2023-06-27
B000278,U0645,T021,2024-09-23,Late Dinner,2,Business,165,Cancelled,False,False,5,306.9,2024-09-20
B000279,U0389,T016,2024-03-24,Early Dinner,2,Business,161,Completed,False,False,0,171.87,2024-03-11
B000280,U0580,T013,2023-09-02,Late Dinner,2,Romantic,194,Completed,False,True,26,328.86,2023-08-22
B000281,U0390,T007,2023-05-26,Late Dinner,2,Family,186,Completed,False,False,22,341.38,2023-05-13
B000282,U0257,T029,2023-06-17,Early Dinner,6,Friends,150,Completed,False,False,21,912.23,2023-06-12
B000283,U0378,T017,2024-11-14,Lunch,2,Business,116,Completed,False,True,18,327.44,2024-11-01
B000284,U0712,T041,2024-06-28,Late Dinner,2,Casual,169,Completed,False,True,20,324.48,2024-06-21
B000285,U0177,T016,2023-03-02,Early Dinner,4,Family,103,Completed,False,False,5,438.0,2023-02-04
B000286,U0628,T013,2024-01-23,Prime Dinner,2,Casual,229,Cancelled,False,False,7,224.27,2024-01-07
B000287,U0742,T034,2023-06-19,Early Dinner,4,Romantic,153,Completed,False,False,10,519.9,2023-06-19
B000288,U0589,T032,2024-10-05,Lunch,6,Friends,74,Completed,False,False,27,988.21,2024-09-28
B000289,U0541,T046,2024-10-28,Lunch,4,Family,63,Completed,False,False,13,339.11,2024-10-10
B000290,U0656,T030,2023-06-22,Prime Dinner,6,Business,60,Cancelled,True,False,20,944.36,2023-06-02
B000291,U0014,T008,2024-07-19,Lunch,2,Celebration,87,Cancelled,False,True,14,433.38,2024-06-24
B000292,U0884,T042,2023-12-26,Late Dinner,4,Romantic,137,Completed,False,True,12,900.41,2023-12-01
B000293,U0079,T040,2024-06-18,Early Dinner,4,Business,136,Cancelled,False,False,21,576.82,2024-05-22
B000294,U0240,T005,2023-09-09,Late Dinner,2,Friends,155,Completed,False,False,3,223.36,2023-08-30
B000295,U0207,T014,2024-04-22,Lunch,6,Business,123,Completed,True,False,23,782.57,2024-04-15
B000296,U0098,T009,2024-05-25,Early Dinner,6,Romantic,111,No-show,True,False,18,735.68,2024-05-13
B000297,U0979,T019,2023-02-24,Lunch,2,Romantic,103,Completed,False,True,19,223.14,2023-01-26
B000298,U0168,T025,2023-07-27,Late Dinner,4,Casual,198,Completed,False,False,29,585.44,2023-07-03
B000299,U0932,T032,2024-12-14,Prime Dinner,6,Family,207,Cancelled,False,False,22,1083.56,2024-12-11
B000300,U0042,T002,2024-03-12,Late Dinner,2,Family,140,Completed,False,True,27,344.3,2024-02-22
B000301,U0539,T028,2023-10-23,Early Dinner,2,Friends,104,Completed,False,True,22,423.92,2023-10-05
B000302,U0482,T035,2024-08-14,Prime Dinner,2,Family,175,Completed,False,True,3,160.05,2024-08-09
B000303,U0960,T036,2024-08-15,Prime Dinner,2,Friends,154,Completed,False,False,18,152.58,2024-08-11
B000304,U0202,T001,2024-09-02,Prime Dinner,4,Friends,150,Completed,False,True,22,776.46,2024-08-18
B000305,U0825,T004,2023-05-31,Late Dinner,2,Business,209,Cancelled,False,False,28,136.32,2023-05-19
B000306,U0436,T047,2024-02-16,Lunch,2,Family,161,Completed,True,True,6,190.08,2024-01-22
B000307,U0307,T014,2024-02-27,Late Dinner,2,Casual,204,Completed,False,False,0,333.08,2024-02-12
B000308,U0083,T003,2024-01-24,Late Dinner,2,Celebration,156,Completed,False,True,1,215.77,2024-01-11
B000309,U0314,T016,2023-06-16,Early Dinner,4,Business,124,Cancelled,False,False,21,364.51,2023-05-27
B000310,U0915,T022,2024-07-08,Prime Dinner,4,Romantic,198,Completed,False,False,13,724.29,2024-06-21
B000311,U0825,T047,2024-08-26,Late Dinner,2,Business,210,Completed,True,True,1,315.72,2024-08-07
B000312,U0568,T033,2024-12-29,Lunch,2,Family,132,Cancelled,False,True,15,220.79,2024-12-18
B000313,U0253,T048,2024-07-31,Late Dinner,4,Celebration,162,Completed,False,False,26,510.77,2024-07-16
B000314,U0396,T041,2024-11-25,Early Dinner,2,Friends,134,Completed,False,False,25,51.82,2024-11-10
B000315,U0832,T025,2023-05-29,Early Dinner,2,Friends,89,Cancelled,False,False,27,379.2,2023-05-05
B000316,U0829,T003,2023-09-22,Late Dinner,2,Celebration,180,Completed,False,False,18,298.37,2023-09-17
B000317,U0485,T045,2023-09-04,Lunch,4,Business,74,Cancelled,False,True,16,514.51,2023-09-03
B000318,U0018,T034,2023-09-24,Late Dinner,4,Romantic,157,Cancelled,False,True,7,500.67,2023-08-29
B000319,U0190,T028,2024-11-07,Late Dinner,2,Friends,187,Completed,False,False,16,279.58,2024-11-04
B000320,U0766,T046,2024-11-06,Early Dinner,4,Romantic,120,Completed,False,True,21,1125.43,2024-10-22
B000321,U0158,T019,2023-04-29,Lunch,4,Business,62,Completed,False,True,4,990.35,2023-04-24
B000322,U0544,T010,2024-11-12,Late Dinner,4,Friends,122,Completed,True,True,1,755.53,2024-10-17
B000323,U0422,T005,2023-05-14,Lunch,2,Friends,109,Completed,False,True,11,256.2,2023-04-17
B000324,U0149,T018,2024-02-05,Early Dinner,4,Business,130,Completed,False,False,0,564.81,2024-01-17
B000325,U0144,T046,2024-02-18,Prime Dinner,2,Romantic,132,Completed,False,False,23,367.12,2024-02-05
B000326,U0799,T019,2023-11-07,Lunch,2,Business,101,Completed,False,False,29,213.25,2023-10-14
B000327,U0683,T004,2024-07-22,Lunch,4,Celebration,60,Completed,False,False,28,501.28,2024-06-26
B000328,U0960,T045,2023-08-22,Lunch,4,Family,64,Completed,False,False,7,405.58,2023-08-22
B000329,U0064,T012,2023-01-26,Prime Dinner,2,Casual,106,Completed,False,True,2,170.37,2023-01-05
B000330,U0034,T047,2023-04-06,Prime Dinner,6,Business,106,No-show,False,True,26,923.51,2023-03-13
B000331,U0571,T012,2023-05-06,Early Dinner,2,Celebration,126,Cancelled,False,True,8,172.1,2023-04-18
B000332,U0252,T029,2024-11-26,Late Dinner,4,Friends,190,Completed,True,False,8,778.6,2024-11-04
B000333,U0295,T039,2023-07-04,Lunch,4,Friends,102,Completed,False,True,1,559.16,2023-06-19
B000334,U0707,T048,2024-04-11,Prime Dinner,2,Business,82,Completed,False,False,29,460.77,2024-03-15
B000335,U0210,T033,2024-11-18,Early Dinner,4,Family,124,Completed,True,False,14,722.09,2024-11-09
B000336,U0149,T012,2024-12-18,Early Dinner,2,Business,143,Completed,False,True,11,376.02,2024-12-10
B000337,U0012,T011,2024-04-10,Late Dinner,6,Celebration,154,Completed,True,False,6,520.45,2024-04-10
B000338,U0650,T003,2024-03-09,Early Dinner,2,Family,157,Cancelled,False,False,16,175.94,2024-03-02
B000339,U0797,T041,2023-12-29,Early Dinner,4,Family,118,Completed,False,False,13,634.58,2023-12-21
B000340,U0547,T042,2024-06-21,Early Dinner,4,Celebration,126,Completed,False,False,20,692.06,2024-06-02
B000341,U0842,T009,2024-12-23,Lunch,4,Casual,150,Completed,True,True,20,185.49,2024-11-27
B000342,U0752,T039,2024-02-14,Lunch,4,Casual,74,Completed,False,True,25,502.21,2024-02-04
B000343,U0521,T026,2024-04-04,Early Dinner,2,Family,128,Completed,False,True,4,263.63,2024-03-06
B000344,U0776,T040,2024-09-21,Early Dinner,6,Celebration,129,Completed,True,False,13,771.61,2024-09-09
B000345,U0054,T026,2024-10-08,Late Dinner,2,Romantic,178,Completed,False,True,23,399.69,2024-09-29
B000346,U0512,T036,2024-03-27,Lunch,2,Friends,60,Completed,False,True,16,349.1,2024-03-13
B000347,U0071,T010,2023-05-10,Late Dinner,4,Casual,126,Completed,False,True,22,446.63,2023-04-24
B000348,U0771,T024,2023-01-07,Late Dinner,2,Friends,155,Completed,False,False,25,453.82,2022-12-24
B000349,U0689,T009,2024-01-22,Prime Dinner,2,Family,122,Completed,False,False,27,456.78,2024-01-03
B000350,U0053,T028,2023-04-21,Lunch,4,Romantic,60,Completed,False,True,17,388.83,2023-04-20
B000351,U0860,T025,2023-06-08,Late Dinner,4,Celebration,210,Completed,False,True,18,179.71,2023-05-12
B000352,U0270,T049,2024-07-11,Late Dinner,2,Family,156,Completed,False,False,22,209.65,2024-06-25
B000353,U0391,T050,2024-08-30,Early Dinner,2,Business,122,Completed,False,True,2,325.48,2024-08-17
B000354,U0719,T013,2023-08-26,Late Dinner,2,Business,204,Completed,False,True,9,143.71,2023-08-12
B000355,U0442,T008,2024-12-02,Prime Dinner,2,Celebration,185,Completed,False,True,19,280.31,2024-11-08
B000356,U0637,T042,2024-08-19,Prime Dinner,4,Family,84,Completed,False,False,3,881.53,2024-07-28
B000357,U0387,T031,2023-05-20,Late Dinner,2,Friends,184,Completed,True,False,19,196.85,2023-04-26
B000358,U0696,T002,2024-08-02,Lunch,2,Celebration,87,Completed,False,False,16,581.69,2024-07-30
B000359,U0150,T007,2024-03-13,Early Dinner,6,Family,128,Completed,False,False,17,1004.56,2024-03-01
B000360,U0769,T019,2023-04-06,Lunch,2,Family,99,Completed,False,True,1,498.58,2023-03-19
B000361,U0780,T003,2023-06-22,Late Dinner,2,Celebration,146,Completed,False,False,28,485.13,2023-06-02
B000362,U0991,T031,2024-02-27,Lunch,2,Friends,100,Completed,True,True,11,307.59,2024-02-25
B000363,U0099,T006,2023-01-28,Early Dinner,2,Romantic,107,Completed,False,False,7,268.35,2023-01-19
B000364,U0173,T045,2024-10-03,Prime Dinner,2,Celebration,94,Completed,False,False,0,420.61,2024-09-14
B000365,U0292,T038,2024-10-25,Lunch,2,Family,110,Completed,False,False,29,357.38,2024-09-30
B000366,U0920,T030,2023-09-08,Early Dinner,6,Romantic,133,Completed,False,True,13,784.14,2023-08-23
B000367,U0459,T046,2023-07-28,Late Dinner,4,Casual,182,Completed,False,False,25,804.77,2023-07-21
B000368,U0627,T042,2023-08-29,Lunch,2,Romantic,82,Completed,False,True,17,202.35,2023-08-07
B000369,U0228,T040,2024-12-02,Early Dinner,2,Friends,169,No-show,False,False,6,285.42,2024-11-13
B000370,U0207,T012,2024-04-19,Late Dinner,2,Casual,184,Completed,True,False,16,368.63,2024-03-22
B000371,U0352,T025,2023-06-13,Late Dinner,2,Friends,156,Completed,True,True,16,322.63,2023-05-29
B000372,U0543,T015,2023-01-31,Early Dinner,2,Romantic,131,Completed,False,True,4,394.76,2023-01-05
B000373,U0506,T003,2024-02-15,Prime Dinner,2,Business,113,Completed,True,True,20,264.8,2024-02-14
B000374,U0140,T015,2024-04-21,Late Dinner,2,Business,137,Completed,False,False,2,370.09,2024-04-13
B000375,U0698,T002,2023-01-29,Late Dinner,2,Business,175,Completed,True,True,22,319.46,2023-01-28
B000376,U0126,T016,2023-07-18,Late Dinner,4,Celebration,193,Completed,False,False,23,461.55,2023-07-15
B000377,U0482,T047,2023-03-15,Early Dinner,2,Celebration,93,Completed,False,False,17,331.49,2023-03-13
B000378,U0954,T021,2024-01-21,Prime Dinner,2,Family,166,Completed,False,True,14,371.45,2023-12-31
B000379,U0026,T021,2023-03-03,Lunch,2,Celebration,102,Completed,False,False,4,314.38,2023-02-15
B000380,U0603,T003,2023-05-19,Early Dinner,2,Casual,149,Completed,True,True,24,293.23,2023-04-21
B000381,U0449,T034,2023-10-31,Prime Dinner,2,Family,166,Completed,False,False,16,174.01,2023-10-25
B000382,U0780,T009,2023-02-05,Early Dinner,2,Celebration,136,Cancelled,False,False,29,158.12,2023-02-01
B000383,U0322,T050,2023-12-02,Lunch,2,Family,130,Completed,True,False,25,219.83,2023-11-23
B000384,U0642,T047,2024-12-05,Early Dinner,4,Celebration,88,Completed,False,False,20,690.43,2024-12-03
B000385,U0575,T036,2023-07-31,Late Dinner,2,Romantic,192,Completed,True,False,9,278.54,2023-07-17
B000386,U0022,T046,2024-01-07,Lunch,4,Friends,73,Completed,True,False,8,585.75,2023-12-14
B000387,U0983,T033,2023-08-15,Lunch,2,Romantic,99,Completed,False,False,11,460.22,2023-07-24
B000388,U0839,T004,2024-08-08,Lunch,2,Romantic,95,No-show,True,False,15,347.62,2024-07-15
B000389,U0658,T024,2024-04-06,Prime Dinner,2,Casual,151,Cancelled,False,True,11,201.65,2024-03-31
B000390,U0706,T006,2023-09-04,Lunch,4,Celebration,64,Completed,False,False,9,833.2,2023-09-04
B000391,U0058,T019,2024-06-10,Early Dinner,6,Casual,97,Completed,False,False,14,808.04,2024-05-22
B000392,U0879,T014,2024-01-01,Lunch,4,Romantic,100,Completed,False,False,2,663.59,2023-12-22
B000393,U0189,T036,2024-11-03,Early Dinner,2,Romantic,105,Completed,True,False,16,390.75,2024-10-22
B000394,U0799,T044,2024-03-29,Lunch,2,Business,76,Completed,False,False,17,216.42,2024-03-22
B000395,U0591,T046,2023-05-28,Early Dinner,2,Romantic,133,Cancelled,False,False,7,341.68,2023-05-04
B000396,U0960,T022,2024-03-19,Lunch,4,Business,145,Completed,False,True,17,431.94,2024-03-15
B000397,U0704,T014,2024-12-10,Late Dinner,2,Romantic,149,Completed,False,False,12,161.47,2024-12-06
B000398,U0332,T043,2024-10-26,Early Dinner,4,Casual,131,Completed,False,True,22,666.42,2024-10-01
B000399,U0950,T043,2024-01-25,Prime Dinner,4,Casual,159,Completed,False,False,18,387.87,2024-01-22
B000400,U0406,T050,2024-11-25,Lunch,2,Friends,114,Completed,False,True,25,263.17,2024-11-15
B000401,U0242,T024,2024-02-04,Lunch,2,Family,60,Completed,False,False,23,207.96,2024-01-07
B000402,U0221,T043,2023-06-01,Prime Dinner,4,Family,182,Completed,True,False,26,1132.03,2023-05-22
B000403,U0005,T038,2024-12-10,Early Dinner,2,Romantic,96,Completed,False,False,5,504.1,2024-11-30
B000404,U0981,T003,2024-02-14,Early Dinner,2,Business,109,Completed,False,False,18,347.55,2024-01-30
B000405,U0291,T030,2024-11-04,Lunch,2,Business,132,Completed,True,False,20,371.32,2024-10-31
B000406,U0854,T024,2024-07-21,Early Dinner,2,Romantic,119,Completed,False,False,6,221.31,2024-06-23
B000407,U0322,T026,2024-02-26,Early Dinner,4,Family,111,Cancelled,False,True,29,593.43,2024-02-18
B000408,U0411,T009,2024-08-04,Prime Dinner,4,Business,129,Completed,True,False,20,547.16,2024-07-21
B000409,U0312,T050,2024-08-25,Late Dinner,2,Casual,196,Completed,False,False,16,166.09,2024-08-16
B000410,U0282,T022,2024-06-04,Prime Dinner,2,Friends,160,Completed,False,False,2,226.49,2024-05-19
B000411,U0527,T047,2023-12-11,Early Dinner,6,Family,142,Completed,False,False,12,632.97,2023-11-12
B000412,U0644,T032,2024-10-18,Lunch,6,Casual,109,Completed,True,True,5,684.06,2024-10-17
B000413,U0960,T001,2023-02-06,Prime Dinner,4,Business,146,Completed,True,False,22,842.02,2023-01-29
B000414,U0645,T007,2024-04-01,Late Dinner,6,Business,153,Completed,True,True,3,1080.83,2024-03-19
B000415,U0676,T013,2023-04-22,Lunch,2,Casual,71,Completed,True,True,7,266.83,2023-04-14
B000416,U0333,T046,2023-09-21,Late Dinner,4,Celebration,163,Completed,False,True,15,565.95,2023-09-10
B000417,U0987,T043,2023-02-09,Prime Dinner,2,Casual,207,Completed,False,True,14,282.31,2023-02-09
B000418,U0043,T027,2023-05-13,Early Dinner,2,Casual,120,Completed,False,False,20,268.27,2023-04-20
B000419,U0121,T044,2023-11-18,Early Dinner,2,Celebration,124,Completed,False,False,19,337.1,2023-11-13
B000420,U0169,T045,2023-04-24,Late Dinner,4,Romantic,166,Completed,False,False,27,670.78,2023-04-23
B000421,U0487,T011,2024-02-03,Early Dinner,6,Business,101,Completed,False,False,6,801.83,2024-01-05
B000422,U0563,T003,2024-05-21,Late Dinner,2,Casual,166,Completed,True,True,20,210.89,2024-05-19
B000423,U0393,T022,2024-05-18,Early Dinner,2,Romantic,103,Completed,False,False,10,397.86,2024-05-18
B000424,U0822,T012,2023-04-02,Early Dinner,2,Business,123,Completed,False,True,4,253.98,2023-03-31
B000425,U0702,T035,2024-03-08,Early Dinner,2,Casual,112,Completed,False,False,20,383.59,2024-02-23
B000426,U0628,T044,2023-07-28,Lunch,2,Celebration,104,Completed,False,True,12,179.48,2023-07-02
B000427,U0170,T021,2024-12-28,Late Dinner,2,Romantic,208,Completed,False,True,9,490.18,2024-12-06
B000428,U0708,T040,2023-11-21,Early Dinner,2,Family,116,Completed,False,False,24,435.0,2023-11-14
B000429,U0572,T026,2023-05-31,Early Dinner,2,Friends,107,Completed,False,True,10,224.69,2023-05-03
B000430,U0507,T044,2024-08-22,Early Dinner,2,Family,104,Completed,False,True,21,412.75,2024-07-27
B000431,U0604,T040,2023-04-09,Prime Dinner,6,Family,179,Completed,True,True,10,1436.62,2023-03-14
B000432,U0905,T039,2024-11-04,Prime Dinner,2,Celebration,122,Completed,False,True,19,284.86,2024-11-03
B000433,U0952,T018,2023-02-01,Prime Dinner,2,Celebration,91,Completed,False,False,6,275.9,2023-01-23
B000434,U0082,T044,2024-06-03,Early Dinner,2,Celebration,110,Completed,False,True,8,50.0,2024-05-14
B000435,U0254,T023,2024-04-02,Late Dinner,4,Business,164,Completed,False,False,8,853.68,2024-03-28
B000436,U0232,T020,2023-10-24,Lunch,2,Business,69,Completed,False,True,13,409.51,2023-10-05
B000437,U0648,T033,2023-03-20,Late Dinner,4,Romantic,177,Completed,False,False,2,669.5,2023-03-10
B000438,U0365,T047,2023-02-07,Prime Dinner,6,Casual,166,Completed,False,False,26,1029.24,2023-02-03
B000439,U0664,T043,2024-12-16,Early Dinner,4,Family,175,Completed,False,False,23,678.02,2024-11-24
B000440,U0990,T017,2023-10-07,Prime Dinner,4,Family,98,Cancelled,False,True,7,534.36,2023-09-27
B000441,U0607,T040,2024-08-26,Lunch,2,Casual,192,Completed,False,True,14,218.6,2024-07-31
B000442,U0010,T008,2024-12-15,Early Dinner,4,Business,142,Completed,False,False,11,390.55,2024-12-01
B000443,U0044,T039,2024-12-13,Prime Dinner,4,Celebration,184,Completed,False,False,12,645.12,2024-12-12
B000444,U0107,T034,2024-03-31,Prime Dinner,4,Celebration,128,Cancelled,False,False,27,169.78,2024-03-07
B000445,U0521,T015,2023-06-15,Early Dinner,2,Family,132,Completed,False,False,14,307.37,2023-05-29
B000446,U0690,T040,2023-10-26,Late Dinner,4,Casual,174,Completed,False,True,9,688.42,2023-10-03
B000447,U0879,T017,2023-12-26,Prime Dinner,4,Family,120,Completed,False,True,9,989.3,2023-12-06
B000448,U0414,T005,2024-04-11,Late Dinner,2,Romantic,134,Completed,False,False,25,208.41,2024-04-05
B000449,U0739,T043,2024-12-22,Late Dinner,4,Business,145,Completed,False,True,16,607.95,2024-12-05
B000450,U0513,T029,2023-11-28,Late Dinner,6,Casual,150,Completed,False,True,11,1313.88,2023-11-01
B000451,U0587,T044,2024-02-07,Lunch,2,Friends,60,Completed,False,False,2,279.64,2024-01-19
B000452,U0196,T040,2024-10-04,Early Dinner,6,Celebration,129,Completed,False,False,16,415.83,2024-09-11
B000453,U0538,T045,2024-05-20,Late Dinner,4,Friends,195,Completed,False,True,2,790.88,2024-05-17
B000454,U0734,T040,2024-09-14,Late Dinner,2,Friends,157,Completed,False,False,15,268.74,2024-08-21
B000455,U0258,T003,2023-02-05,Prime Dinner,2,Celebration,195,Completed,False,False,9,259.82,2023-01-07
B000456,U0749,T041,2023-06-22,Late Dinner,2,Celebration,203,Completed,False,False,8,300.05,2023-06-12
B000457,U0800,T039,2023-01-18,Early Dinner,6,Business,133,Cancelled,False,False,17,933.52,2023-01-08
B000458,U0165,T010,2024-07-29,Prime Dinner,2,Casual,135,Completed,True,True,28,182.65,2024-07-18
B000459,U0950,T040,2024-10-02,Lunch,6,Celebration,95,Completed,False,True,3,1447.68,2024-09-03
B000460,U0348,T005,2023-04-20,Lunch,2,Casual,84,Completed,True,False,25,428.65,2023-03-24
B000461,U0416,T001,2023-11-24,Late Dinner,2,Business,118,Completed,False,False,14,308.43,2023-11-24
